vehicleTypeMatch,priceWithinBudget,priceToBudgetRatio,durationInDays,popularityScore,userTypeAffinityScore,isGoodMatch
0,1,0.41,5,1,1,1
1,0,1.57,12,2,2,1
1,1,0.49,1,4,2,1
1,0,1.57,9,4,1,0
1,1,0.76,3,2,0,1
0,0,1.69,2,3,1,0
1,1,0.37,14,2,1,1
1,1,0.52,13,3,0,1
0,0,2.35,6,2,0,0
0,1,0.77,3,5,2,1
1,0,2.46,5,5,4,0
0,1,0.45,10,5,1,0
1,0,2.45,14,5,0,0
0,1,0.49,8,3,2,1
0,0,1.09,10,6,2,0
0,1,0.46,2,2,1,1
1,0,2.48,12,4,1,0
1,1,0.7,13,1,3,1
1,0,1.33,5,3,3,0
1,1,0.87,11,1,0,1
0,1,0.43,8,5,4,1
1,0,1.48,1,4,1,0
1,1,0.31,10,9,1,1
1,0,2.46,10,4,1,0
0,1,0.34,14,3,0,1
1,1,0.98,11,5,1,1
0,1,0.85,13,6,2,1
0,1,0.64,12,6,0,1
1,0,1.6,13,4,0,0
1,1,0.71,12,3,0,1
0,0,2.15,4,4,1,0
0,1,0.43,5,5,2,0
1,1,0.7,14,5,4,1
1,1,0.87,10,7,0,1
1,0,1.05,12,7,2,0
1,0,2.48,14,2,3,0
1,0,2.07,11,6,1,0
0,0,1.79,3,6,0,0
1,0,1.59,12,5,0,0
1,1,0.7,2,5,2,1
0,1,0.85,12,2,3,0
1,1,0.79,3,3,0,1
0,1,1.0,11,2,0,0
1,0,1.94,5,4,2,0
1,1,0.55,7,3,3,1
1,0,1.04,2,2,2,1
1,1,0.48,13,2,0,1
1,1,0.46,14,3,0,1
1,0,1.65,7,5,3,0
1,1,0.36,6,3,0,1
0,0,2.34,14,6,2,0
1,1,0.79,7,3,1,1
0,1,0.48,7,4,2,1
1,0,1.77,9,1,2,0
1,1,0.74,7,4,0,1
1,1,0.83,14,2,2,1
0,1,0.91,12,2,2,0
0,0,2.21,13,1,2,0
1,1,0.98,6,3,3,1
0,0,1.31,10,10,1,0
0,0,2.29,8,5,4,0
0,0,1.52,7,3,2,0
1,0,2.42,6,4,0,0
1,0,1.12,4,6,1,1
0,1,0.98,7,3,1,0
0,0,1.9,12,5,0,0
0,0,1.38,8,2,2,0
1,0,2.16,8,1,1,0
1,1,0.58,12,5,1,1
0,1,0.49,12,2,0,1
0,0,1.92,4,5,3,0
0,0,1.74,10,2,0,0
1,0,1.3,9,4,2,0
1,0,2.49,3,3,1,1
0,0,2.35,9,3,2,0
0,1,0.42,3,5,1,0
0,0,1.82,13,4,2,0
1,1,0.48,7,5,2,1
0,0,2.17,4,6,1,0
1,1,0.64,5,3,2,1
1,1,0.76,13,5,5,1
0,1,0.38,3,0,2,1
0,1,0.42,2,1,2,1
0,1,0.47,12,6,0,1
1,1,0.98,8,6,1,1
1,1,0.58,14,2,0,1
1,1,0.72,7,4,2,1
1,1,0.47,7,3,1,1
0,1,0.64,8,8,1,0
1,0,1.49,13,2,2,0
1,1,0.32,1,4,1,1
0,0,2.02,12,5,1,0
1,0,2.24,8,5,3,0
1,1,0.4,10,6,2,1
1,0,1.82,12,8,1,0
1,1,1.0,14,4,1,1
1,0,1.48,14,3,0,0
1,1,0.74,5,5,0,1
0,1,0.97,8,6,2,1
0,1,0.88,9,5,1,1
1,1,0.62,13,6,0,1
0,1,0.82,2,0,1,1
0,1,0.39,3,5,0,1
1,1,0.66,6,3,2,1
1,0,2.16,9,2,1,0
1,1,0.41,14,3,3,1
1,1,0.6,10,10,2,1
0,1,0.39,10,4,1,1
0,1,0.79,8,1,1,0
0,1,0.62,14,1,0,0
1,0,1.02,13,3,2,1
1,0,1.47,6,2,3,0
0,0,1.59,5,3,0,0
1,1,0.71,14,6,3,1
1,1,0.99,13,3,1,1
1,0,1.8,3,3,3,0
1,1,0.5,12,4,2,1
0,1,0.91,4,5,1,1
1,1,0.35,13,4,0,1
1,0,2.27,13,6,1,0
1,0,2.43,7,5,2,0
1,0,2.08,7,3,4,1
1,0,2.1,3,7,1,0
1,0,2.4,4,6,3,0
0,0,1.32,3,4,2,0
1,1,0.92,2,0,1,1
1,0,2.16,6,6,2,0
1,1,0.77,7,2,0,1
0,0,1.55,4,6,1,0
0,0,1.82,5,4,3,0
0,1,0.73,8,2,0,0
1,0,1.93,9,8,1,0
1,1,0.85,7,3,0,1
0,0,1.13,10,3,2,0
1,1,0.75,14,4,1,1
1,1,0.92,1,3,4,1
1,1,0.58,11,3,0,1
1,1,0.35,14,3,1,1
1,1,0.66,3,1,1,1
1,1,0.54,11,5,2,1
0,1,0.77,5,4,1,1
1,0,1.1,3,1,2,0
1,0,2.42,1,2,0,0
1,1,0.63,2,2,2,1
1,1,0.76,8,6,2,1
1,1,0.37,7,5,0,1
0,0,1.91,13,3,2,0
1,1,0.94,10,4,3,1
0,0,2.47,3,6,3,0
0,1,0.31,4,4,0,1
1,0,1.87,14,8,2,1
1,1,0.78,13,3,1,1
0,0,1.24,3,3,0,0
1,1,0.89,13,4,2,1
1,1,0.5,4,3,2,1
0,1,0.95,8,2,1,0
1,1,0.69,9,6,1,1
1,1,0.79,7,6,1,1
1,1,0.72,9,2,0,1
0,1,0.39,14,3,2,1
0,0,2.38,9,2,3,0
1,1,0.39,7,4,1,1
1,1,0.48,7,5,0,1
0,0,1.17,8,2,0,0
1,0,1.2,12,3,0,0
0,1,0.89,10,0,0,0
1,0,1.14,12,5,0,0
0,1,0.56,12,3,0,0
1,0,1.49,3,5,1,0
0,1,0.33,8,3,5,1
0,1,0.9,1,6,0,0
0,1,0.46,13,4,2,0
0,1,0.89,6,4,4,0
1,1,0.4,2,3,4,1
1,1,0.71,7,2,2,1
0,0,1.55,13,4,1,0
1,0,1.14,3,4,0,0
1,0,2.27,11,7,1,0
1,1,0.86,10,2,3,1
1,0,1.34,5,4,0,0
0,0,2.31,10,4,1,0
1,1,0.61,2,6,0,1
1,1,0.42,1,1,0,1
0,1,0.33,5,5,4,1
1,0,1.87,9,4,2,0
0,0,2.1,9,2,2,0
1,1,0.69,7,2,1,1
0,0,1.89,14,3,0,0
1,1,0.33,9,6,2,1
1,1,0.33,4,2,4,1
1,1,0.88,3,4,3,1
0,0,2.43,11,2,2,0
1,1,0.55,4,3,2,1
1,1,0.93,7,4,2,1
1,1,0.35,8,1,2,1
1,0,2.11,2,3,2,0
1,0,2.2,5,4,1,0
1,0,1.38,5,5,2,1
0,1,0.78,13,3,0,0
1,1,0.83,9,2,2,1
1,1,0.6,13,3,1,1
0,1,0.9,13,2,1,0
0,1,0.41,13,5,1,1
0,1,0.5,3,6,1,1
1,1,0.37,12,2,5,1
1,0,2.24,6,2,5,1
1,1,0.47,10,7,3,1
1,0,1.81,12,5,0,0
1,1,0.35,5,5,4,1
0,1,0.6,2,9,3,1
0,1,0.67,2,4,2,0
1,0,1.7,4,3,5,0
0,1,1.0,12,2,1,0
0,0,2.43,4,1,0,0
1,1,0.98,7,3,3,1
1,0,1.91,14,3,0,0
1,1,0.97,12,5,0,1
1,1,0.8,14,4,2,1
1,1,0.36,1,1,2,1
1,1,0.58,11,7,0,1
1,0,1.63,6,3,0,0
1,0,1.76,11,7,2,0
0,1,0.49,13,3,2,0
1,0,1.3,9,6,0,0
1,0,2.04,2,3,2,0
0,1,0.32,12,6,1,1
1,1,0.84,5,4,0,1
1,0,1.14,10,1,0,0
0,0,2.11,11,2,4,0
0,0,1.42,10,6,2,0
0,1,0.83,4,2,2,1
0,1,0.66,4,3,0,1
0,1,0.44,8,1,2,0
1,1,0.68,14,5,2,1
0,0,1.83,6,9,2,0
1,1,0.93,7,2,1,1
0,1,0.85,11,1,1,0
1,0,2.3,12,5,2,0
0,1,0.72,9,1,1,0
1,1,0.53,13,4,2,1
1,1,0.31,3,7,1,1
1,1,0.44,11,2,3,1
0,0,2.34,2,1,2,0
1,0,1.71,3,5,0,0
1,1,0.48,8,4,3,1
1,0,1.5,13,5,3,1
0,1,0.97,9,6,1,0
0,1,0.57,10,7,1,1
1,1,0.31,5,6,3,1
1,1,0.5,8,6,2,1
1,1,0.38,14,3,2,1
1,1,0.37,11,4,1,1
1,1,0.35,7,4,5,1
0,0,2.14,12,1,1,0
1,0,1.14,14,2,1,0
0,0,1.74,12,1,4,0
1,0,2.35,13,2,1,0
1,0,2.32,9,3,1,0
1,0,1.08,4,4,0,1
0,1,0.65,13,0,1,1
0,1,0.58,10,4,1,1
0,0,1.27,3,3,2,0
0,1,0.35,9,3,5,1
0,1,0.36,8,4,2,1
1,0,1.53,7,4,1,0
0,1,0.64,1,4,2,1
0,1,0.85,2,2,1,0
1,1,0.94,9,1,0,1
1,1,0.57,5,3,3,1
1,0,1.18,1,3,4,0
0,1,0.65,9,3,2,0
1,0,1.35,1,0,0,0
0,1,0.88,8,6,2,0
0,1,0.94,5,3,1,0
1,1,0.48,14,1,2,1
0,0,1.49,11,6,1,0
1,1,0.49,12,7,5,1
1,1,0.45,6,5,2,1
0,1,0.96,1,3,1,0
1,1,0.31,2,2,1,1
0,1,0.98,7,4,1,0
1,1,0.4,2,2,1,1
1,1,0.87,5,5,0,1
1,1,0.49,11,3,1,1
1,1,0.55,9,5,0,1
0,1,0.45,5,3,3,0
1,0,1.8,12,6,0,0
0,1,0.54,3,3,0,1
1,1,0.76,11,6,3,1
1,0,1.04,13,5,5,1
0,1,0.35,6,4,1,1
1,1,0.37,7,3,1,1
0,1,0.59,10,6,2,0
1,1,0.87,14,4,0,1
1,0,2.09,11,5,1,0
1,0,1.58,10,4,5,1
1,1,0.7,11,4,0,1
0,0,2.22,8,2,1,0
0,0,1.87,3,8,0,0
0,1,0.59,11,5,2,1
0,0,2.34,4,1,0,0
0,1,0.39,10,5,0,1
1,1,0.32,4,3,4,1
1,0,2.13,2,2,1,0
1,0,2.07,7,8,3,0
0,1,0.35,12,3,0,1
1,1,0.43,4,6,0,1
1,0,2.29,4,6,3,0
0,1,0.35,13,3,1,1
1,0,1.3,12,6,1,0
1,1,0.94,8,2,1,1
0,0,2.37,6,2,3,0
1,0,1.07,6,5,1,0
1,0,2.15,11,1,2,0
0,1,0.77,9,6,3,0
1,1,0.71,4,1,4,1
1,1,0.46,9,4,1,1
1,1,0.89,1,3,2,1
1,0,1.35,11,2,1,0
1,0,1.22,9,2,3,0
1,1,0.58,1,5,2,1
1,1,0.99,7,7,2,1
0,1,0.84,6,2,2,0
1,0,1.86,7,3,3,0
1,1,0.66,9,4,3,1
1,0,2.16,10,3,3,0
0,1,0.83,4,3,0,0
1,0,1.65,12,6,0,0
0,1,0.97,9,6,1,0
0,0,1.96,3,8,2,0
0,1,0.86,10,4,2,0
0,1,0.45,11,2,2,1
1,1,0.68,11,1,0,1
1,1,0.43,9,3,0,1
0,1,0.54,13,6,1,1
1,1,0.95,1,1,2,1
1,1,0.4,14,3,1,1
1,0,1.75,5,3,1,0
0,1,0.72,10,4,1,1
1,1,0.38,5,2,2,1
1,1,0.53,1,9,3,1
1,1,0.69,1,3,2,1
0,0,2.05,3,1,0,0
0,0,1.77,9,5,2,0
1,0,1.37,7,1,2,1
1,0,2.2,6,6,5,0
1,1,0.43,9,4,3,1
1,1,0.62,4,4,5,1
0,1,0.82,4,3,2,0
1,1,0.5,3,1,2,1
1,0,1.76,5,2,2,0
0,1,0.68,5,6,0,0
1,1,0.97,12,5,2,1
1,1,0.57,14,2,0,1
0,1,0.59,10,4,1,1
1,1,0.98,7,4,0,1
0,1,0.79,7,7,0,0
1,1,0.8,6,7,1,1
1,0,1.64,4,1,2,0
1,0,1.9,7,3,0,0
1,1,0.78,14,1,0,1
0,1,0.93,2,3,1,0
1,1,0.79,13,0,0,1
1,1,0.81,12,3,4,1
0,1,0.5,9,2,0,1
1,0,1.44,7,6,1,0
1,1,0.85,2,8,1,1
0,1,0.51,10,3,4,1
1,0,2.32,2,1,2,0
1,1,0.47,13,5,0,1
0,1,0.87,6,2,1,0
1,1,0.38,11,7,1,1
0,1,0.88,7,6,2,0
0,0,2.25,9,5,1,0
0,1,0.43,4,3,3,1
1,1,0.68,8,2,2,1
1,1,0.5,14,6,1,1
0,0,1.89,10,2,2,0
1,1,0.55,13,3,0,1
1,0,1.7,2,5,2,0
0,0,1.13,6,2,1,0
1,1,0.32,4,5,2,1
1,0,2.05,8,5,3,0
1,1,0.56,9,7,3,1
1,0,2.44,2,4,1,0
1,1,0.55,7,6,1,1
1,0,1.91,7,2,0,0
1,0,1.29,8,2,2,0
1,0,2.05,13,4,1,0
0,1,0.38,5,7,0,1
1,1,0.76,11,6,2,1
1,0,2.01,13,9,2,0
0,1,0.32,3,4,3,1
0,1,0.59,1,2,0,0
1,1,0.6,4,7,1,1
1,1,0.63,3,4,2,1
1,1,0.79,2,2,0,1
1,0,1.12,6,1,3,0
0,1,0.52,7,6,2,1
1,1,0.34,10,4,1,1
0,1,0.78,7,5,2,0
1,0,1.49,12,2,0,0
1,0,2.21,8,4,3,0
1,1,0.79,13,1,2,1
1,1,0.68,14,4,4,1
0,1,0.63,2,4,3,0
1,1,0.66,14,5,1,1
1,0,1.91,11,7,1,0
1,0,2.39,12,6,1,0
0,1,0.5,10,2,0,0
1,0,1.75,13,1,0,0
1,0,2.33,6,4,3,0
0,1,0.75,13,3,0,0
0,1,0.91,6,3,0,0
1,0,1.36,10,5,2,0
1,1,0.42,12,1,0,1
0,1,0.83,1,4,1,0
0,0,1.29,2,5,3,0
0,1,0.92,13,8,1,0
0,1,0.72,9,4,2,0
1,1,0.9,8,5,4,1
1,1,0.31,12,8,3,1
1,1,0.38,13,4,0,1
1,0,2.42,4,4,3,1
0,1,0.8,6,3,3,1
1,1,0.35,2,6,1,1
1,1,0.65,12,4,1,1
1,1,0.63,5,7,2,1
1,0,1.69,2,5,1,0
0,1,0.91,13,2,1,0
1,1,0.42,5,5,1,1
0,0,2.27,7,3,1,0
1,1,0.84,7,4,0,1
0,1,0.32,9,5,1,1
0,1,0.77,3,4,3,0
1,0,1.23,12,3,0,0
0,1,0.95,4,4,1,1
1,0,1.21,9,4,1,0
0,0,2.31,14,4,1,0
1,1,0.71,8,3,4,1
1,0,1.48,12,2,0,0
1,0,1.29,7,5,1,0
0,0,2.4,8,6,1,0
0,0,2.01,9,3,1,0
0,0,2.37,12,4,2,0
0,1,0.54,4,5,1,1
1,0,1.75,5,9,5,1
1,0,1.36,9,5,3,1
1,0,1.3,7,3,1,0
1,1,0.98,14,4,2,1
1,1,0.51,4,8,4,1
1,1,0.74,6,4,2,1
0,1,0.59,11,2,1,0
1,1,0.34,1,6,1,1
1,0,1.97,1,3,5,1
1,0,2.0,9,4,3,0
0,1,0.37,8,3,1,1
1,0,2.21,13,2,3,0
1,1,0.41,1,2,2,1
1,0,1.17,13,5,1,0
1,1,0.81,11,4,1,1
0,0,2.43,2,1,1,0
1,0,1.1,13,4,0,0
0,1,0.92,4,4,2,0
1,1,0.84,1,1,1,1
0,1,0.87,2,4,3,0
1,1,0.87,5,3,3,1
1,0,1.43,8,5,0,0
0,0,2.18,6,7,2,0
1,0,2.01,6,2,4,0
0,0,1.9,4,5,2,0
1,0,1.3,2,4,2,0
1,0,1.34,3,2,3,1
1,1,0.97,13,5,2,1
0,0,1.37,6,6,1,0
1,1,0.91,6,2,1,1
1,1,0.57,5,9,1,1
0,1,0.38,6,1,3,1
1,1,0.36,11,5,5,1
0,0,1.66,6,5,0,0
1,0,2.18,13,2,2,0
0,1,0.64,1,3,1,0
1,1,0.79,6,2,5,1
1,0,2.29,5,1,0,0
0,0,1.94,8,6,2,0
0,1,0.66,9,7,1,1
0,0,1.98,14,4,1,0
1,1,0.68,6,6,2,1
0,1,0.66,13,5,1,0
1,0,1.11,12,0,1,0
0,1,0.3,12,4,2,1
0,1,0.37,10,5,1,1
1,0,2.11,4,5,0,0
0,1,0.79,3,2,1,0
1,1,0.44,10,4,1,1
1,1,0.93,12,5,0,1
1,0,1.43,1,4,0,0
1,1,0.98,7,5,2,1
1,1,0.96,5,3,3,1
0,1,0.49,4,3,1,0
0,1,0.66,9,3,0,0
0,0,1.45,7,6,0,0
1,1,0.86,10,4,1,1
0,1,0.92,13,6,0,1
1,0,2.41,8,3,1,0
1,1,0.6,4,5,0,1
1,0,1.91,10,5,0,0
1,1,0.37,12,2,5,1
0,0,1.79,10,2,3,0
1,1,0.83,8,3,0,1
1,1,0.6,4,5,3,1
0,1,1.0,1,4,0,0
0,1,0.37,11,10,3,1
1,1,0.9,8,4,1,1
1,0,2.24,1,5,1,1
1,1,0.88,13,3,1,1
1,1,0.87,12,4,0,1
1,1,0.94,3,2,0,1
1,0,1.11,7,2,2,1
1,1,0.96,3,7,1,1
0,1,0.41,13,5,0,1
1,1,0.36,8,6,4,1
1,0,2.26,5,4,0,0
1,0,2.3,3,2,0,0
1,1,0.63,5,5,4,1
1,0,2.39,5,3,3,0
1,1,0.81,8,4,0,1
1,0,1.18,12,8,1,1
1,1,0.96,9,4,1,1
1,1,0.34,6,2,1,1
0,1,0.93,10,4,3,0
1,1,0.51,3,3,0,1
0,0,1.61,2,5,2,0
0,0,2.24,11,5,4,0
1,0,1.89,3,9,1,0
1,1,0.55,9,2,2,1
1,1,0.44,7,7,0,1
1,1,0.44,11,2,1,1
1,1,0.43,11,2,1,1
1,1,0.64,9,3,2,1
1,1,0.86,13,4,1,1
0,0,1.05,6,2,1,0
0,0,1.35,8,7,0,0
0,1,0.75,10,4,2,0
1,1,0.78,11,1,0,1
0,0,1.35,9,6,0,0
0,1,0.61,3,3,0,0
0,1,0.78,7,3,2,1
1,1,0.35,9,1,2,1
0,0,1.39,2,3,4,0
1,0,1.64,12,2,3,0
0,1,0.47,7,3,2,1
1,1,0.84,5,7,0,1
0,1,0.31,8,3,1,1
0,0,1.78,4,3,2,0
1,0,2.37,1,4,2,0
0,1,0.85,11,6,1,1
0,1,0.83,13,3,1,0
0,1,0.87,10,6,1,1
0,1,0.3,8,4,2,1
0,0,2.28,6,6,1,0
0,1,0.79,13,4,3,0
1,1,0.41,8,5,1,1
1,0,1.45,3,2,0,0
1,1,0.36,8,3,4,1
0,0,1.07,8,6,2,0
1,0,1.92,12,5,2,0
0,0,2.08,1,2,3,0
0,0,1.56,4,2,2,0
1,0,1.33,7,3,3,0
0,1,0.44,13,5,1,1
0,1,0.47,14,4,5,1
1,1,0.46,11,9,1,1
1,0,1.39,1,0,1,0
1,0,1.43,3,2,2,0
1,1,0.61,3,4,2,1
1,1,0.84,6,4,1,1
0,0,1.02,5,3,2,0
0,1,0.39,12,4,2,1
0,1,0.33,11,3,3,1
1,1,0.91,7,5,4,1
1,1,0.36,3,5,0,1
1,0,1.92,11,8,0,0
1,1,0.32,1,8,1,1
1,0,1.58,11,1,1,0
0,1,0.71,3,2,2,0
1,0,1.37,8,7,2,1
1,1,0.92,5,3,1,1
1,0,1.19,3,2,0,0
0,1,0.56,14,3,0,0
1,1,0.51,8,3,1,1
0,1,0.41,6,4,1,1
0,1,0.4,3,3,2,1
0,1,0.39,14,4,4,1
1,1,0.38,5,8,3,1
1,1,0.47,1,4,2,1
0,1,0.51,6,4,0,1
0,1,0.97,14,1,6,0
1,1,0.7,12,3,2,1
0,1,0.99,13,4,4,0
0,1,0.56,14,5,1,0
1,1,0.62,9,11,1,1
1,1,0.53,12,6,1,1
0,1,0.43,7,5,2,1
0,0,1.67,11,3,0,0
0,1,0.96,13,6,6,1
1,1,0.99,8,2,2,1
1,1,0.33,6,1,1,1
1,1,0.41,11,4,1,1
0,0,1.18,5,4,1,0
1,1,0.43,12,4,0,1
0,1,0.55,6,0,0,1
1,1,0.39,7,4,1,1
1,0,1.53,9,3,3,0
1,1,0.49,8,0,2,1
1,1,0.55,5,2,2,1
1,0,2.4,7,3,1,0
0,0,2.29,8,2,2,0
1,0,1.7,1,3,0,0
0,1,0.53,8,2,1,0
1,0,1.64,11,4,1,0
0,0,1.39,7,5,3,0
0,1,0.97,11,4,2,0
1,0,1.46,12,5,3,0
0,0,1.49,12,5,0,0
1,1,0.9,2,7,2,1
1,1,0.35,2,4,3,1
0,1,0.62,12,4,1,1
0,1,0.99,6,6,3,1
1,1,0.84,3,4,1,1
0,1,0.97,1,4,0,0
1,0,1.57,8,6,0,0
1,0,1.18,7,3,1,0
1,1,0.79,4,5,2,1
1,1,0.83,14,5,2,1
1,1,0.67,1,4,2,1
1,1,0.95,2,7,2,1
0,1,0.88,9,2,1,0
0,0,1.88,4,4,3,0
1,0,2.29,3,5,2,0
1,1,0.51,8,3,4,1
1,1,0.32,4,3,0,1
1,1,0.95,7,1,2,1
1,0,1.46,13,3,2,0
1,1,0.51,14,3,0,1
1,1,0.4,14,6,0,1
0,0,1.94,14,3,1,0
1,1,0.89,5,5,2,1
0,1,0.87,5,7,4,1
1,0,1.87,11,0,3,0
1,1,0.56,6,5,1,1
1,0,1.08,12,7,2,1
0,1,0.31,13,6,2,1
0,0,1.04,4,2,2,0
1,1,0.36,2,5,3,1
0,1,0.74,6,2,2,1
1,1,0.65,13,4,0,1
0,1,0.67,5,3,1,0
0,1,0.95,3,1,4,0
0,1,0.32,4,7,2,1
1,1,0.84,3,8,0,1
1,1,0.34,3,6,0,1
0,1,0.33,4,9,2,1
0,1,0.6,2,7,1,1
1,1,0.34,4,2,0,1
0,1,0.85,10,4,2,0
1,1,0.67,11,3,1,1
1,0,1.65,2,4,5,0
0,0,2.38,14,4,2,0
0,0,1.87,10,3,2,0
1,1,0.86,8,4,2,1
1,1,0.61,10,5,2,1
1,1,0.69,5,3,3,1
0,1,0.86,13,2,1,0
1,1,0.73,7,4,2,1
0,1,0.46,11,5,1,1
1,0,1.94,4,0,1,0
1,0,1.32,10,3,0,0
0,1,0.81,6,3,1,0
0,1,0.73,13,6,0,0
0,1,0.98,12,5,3,1
0,0,1.49,14,2,1,0
0,1,0.97,10,6,1,0
0,0,2.21,4,4,1,0
1,0,1.9,6,3,0,0
1,0,1.83,1,7,0,0
0,0,2.39,6,3,0,0
1,0,1.81,6,5,1,0
0,0,1.78,2,3,5,0
1,1,0.33,12,8,0,1
0,0,1.11,10,1,0,0
1,0,1.02,10,1,0,0
1,0,2.37,9,4,0,0
1,1,0.93,6,3,0,1
1,0,1.71,12,4,0,0
0,1,0.9,11,6,2,0
1,1,0.94,13,1,2,1
0,0,1.92,7,4,4,0
0,1,0.8,2,6,0,0
0,0,2.25,2,4,1,0
1,1,0.76,2,2,4,1
0,1,0.54,10,2,2,0
1,0,1.3,13,0,1,0
1,0,1.41,11,4,3,1
1,1,0.4,9,4,1,1
1,1,0.88,3,4,4,1
1,0,1.33,13,2,0,0
0,1,0.58,4,5,0,0
0,1,0.93,1,5,1,0
0,1,0.65,1,8,2,1
0,0,1.77,4,3,0,0
0,1,0.97,14,5,0,0
0,1,0.92,2,3,0,0
1,0,2.45,8,4,1,0
1,1,0.63,13,5,0,1
0,1,0.98,4,2,2,0
1,1,0.56,3,7,3,1
0,0,1.94,3,3,0,0
1,1,0.44,6,4,4,1
1,1,0.38,12,4,2,1
1,1,0.82,13,4,1,1
1,0,1.67,6,7,2,1
1,1,0.98,6,5,0,1
1,1,0.84,6,3,2,1
1,0,1.55,8,1,0,0
1,1,0.33,8,4,2,1
1,1,0.99,9,5,1,1
0,0,1.19,1,7,1,0
0,1,0.52,10,2,1,0
0,1,0.93,8,0,1,0
1,0,1.73,5,6,2,1
1,0,1.21,3,2,3,0
0,0,1.58,11,5,0,0
1,0,1.18,10,3,2,0
1,1,0.36,3,6,0,1
1,0,1.09,6,5,2,0
1,1,0.57,8,8,0,1
1,1,0.67,10,6,1,1
0,0,1.88,2,4,2,0
1,1,0.98,12,5,2,1
0,1,0.48,9,7,3,1
1,1,0.45,5,3,2,1
0,0,2.27,5,3,0,0
1,0,1.14,1,3,0,0
1,1,0.31,6,5,0,1
0,1,0.59,13,6,0,0
1,1,0.35,11,9,1,1
1,1,0.58,11,8,0,1
1,0,1.51,5,2,3,0
1,1,0.88,7,4,0,0
1,0,2.18,7,7,3,0
0,0,1.35,4,1,1,0
0,1,0.91,5,8,2,1
0,0,1.14,10,7,2,0
1,1,0.45,14,4,0,1
0,1,0.35,8,2,4,1
1,0,2.09,2,4,1,0
1,1,0.57,1,2,4,1
1,1,0.84,14,6,2,1
1,1,0.61,6,3,3,1
1,0,1.91,11,1,2,0
1,0,1.44,14,4,4,0
1,1,0.82,4,3,1,1
1,0,1.74,13,8,4,1
1,0,1.11,10,3,1,0
1,1,0.67,3,5,1,1
0,0,1.65,7,4,0,0
0,1,0.63,8,6,6,1
1,0,1.97,11,0,4,0
1,1,0.55,12,1,3,1
1,1,0.95,4,6,1,1
1,0,1.38,12,1,0,0
0,0,1.28,12,4,1,0
1,1,0.83,10,5,2,1
1,1,0.37,12,9,2,1
1,1,0.46,11,6,1,1
1,0,1.91,11,5,0,1
1,0,1.62,6,5,1,0
0,1,0.65,13,3,1,1
1,1,0.63,11,1,1,1
1,1,0.97,11,2,1,1
1,1,0.6,2,6,0,1
1,1,0.85,8,4,2,1
0,1,0.96,6,2,2,1
0,0,1.21,11,4,1,0
0,1,0.45,9,4,0,1
1,1,0.65,11,5,2,1
0,0,1.2,13,3,0,0
0,1,0.58,13,3,0,0
1,1,0.55,6,3,3,1
0,1,0.88,6,2,0,0
1,1,0.62,12,1,1,1
1,1,0.67,2,3,0,1
1,0,1.88,5,6,0,0
0,1,0.34,9,2,1,1
0,1,0.64,1,3,2,1
1,1,0.84,4,6,0,1
1,0,2.0,10,5,2,0
1,0,1.12,10,4,1,0
0,1,0.47,14,4,1,1
1,1,0.91,3,2,1,1
1,1,0.53,1,5,2,1
1,1,0.53,1,6,0,1
1,1,0.72,1,5,1,1
1,1,0.43,1,3,2,1
1,1,0.5,13,2,2,1
0,1,0.59,2,2,1,1
1,1,0.55,11,7,1,1
0,1,0.67,5,2,1,0
1,1,0.72,2,2,2,1
1,1,0.7,4,5,3,1
0,0,2.38,9,7,1,0
0,1,0.52,3,2,3,1
0,0,1.73,2,4,3,0
1,1,0.83,4,4,2,1
1,1,0.9,9,2,1,1
0,1,0.48,4,1,0,0
1,1,0.58,12,3,1,1
1,0,1.61,5,8,2,0
0,1,0.67,4,7,0,1
0,1,0.76,13,5,1,0
1,1,0.33,8,4,5,1
1,0,1.22,14,3,2,0
1,1,0.34,13,9,2,1
0,1,0.63,4,1,0,0
0,1,0.88,2,1,1,0
1,1,0.62,12,7,1,1
0,1,0.4,4,3,3,0
0,1,0.99,2,2,4,0
0,1,0.92,9,8,4,1
1,1,0.84,11,5,0,1
1,0,1.48,14,2,2,0
1,1,0.43,8,1,1,1
1,1,0.96,9,4,1,1
0,0,1.03,4,4,1,0
1,0,1.9,1,3,4,1
0,1,0.54,3,6,0,1
1,0,1.92,7,2,2,0
1,1,0.99,1,3,2,1
1,0,2.01,11,5,2,0
0,0,1.75,8,0,3,0
1,0,2.08,9,1,1,0
0,0,2.24,8,1,1,0
1,1,0.33,5,1,1,1
1,1,0.62,12,6,0,1
1,0,1.34,11,8,1,1
1,1,0.85,14,2,1,1
1,1,0.55,12,6,1,1
0,1,0.99,13,2,2,0
1,1,0.43,9,4,1,1
0,1,0.71,4,1,2,0
1,1,0.36,9,4,3,1
1,1,0.81,1,9,1,1
1,0,2.29,12,3,1,0
1,1,0.87,11,3,1,1
1,1,0.69,3,4,2,1
0,1,0.64,4,5,1,0
1,1,0.88,11,3,0,1
0,1,0.96,10,4,1,0
1,0,1.75,1,1,1,1
0,1,0.58,12,6,0,1
0,1,0.99,6,2,0,0
1,1,0.41,13,6,1,1
0,1,0.48,4,3,0,0
1,1,0.36,4,1,1,1
0,0,2.04,1,5,0,0
0,1,0.84,5,2,3,0
1,1,0.9,9,5,1,1
0,1,0.85,6,9,1,0
0,0,1.23,8,4,3,0
1,1,0.66,11,4,1,1
